order_id,customer_id,order_date,total_amount,payment_method,order_status,shipping_address,shipping_city,shipping_state,shipping_zip
23444,5712,2023-10-08 09:23:00,543.09,PayPal,Shipped,672 Wilson Pass Suite 957,Lake David,KS,72344
23445,4812,2023-12-22 18:18:00,4414.31,PayPal,Delivered,59033 James Manor Apt. 340,Carlosshire,MD,25136
23446,1318,2023-11-05 10:51:00,1536.94,Credit Card,Delivered,94787 Russell Tunnel,Perryville,DC,85122
23447,9127,2023-07-13 10:12:00,2465.34,Debit Card,Delivered,57166 Alicia Crossing,Jenkinsstad,DE,23327
23448,6164,2024-10-20 10:18:00,2429.78,Credit Card,Delivered,44113 Jill Trace Suite 146,Davisland,TN,64660
23449,2097,2024-09-11 17:54:00,185.01,PayPal,Shipped,52457 Anthony Fort,New Meganport,KS,81632
23450,7874,2024-04-22 14:10:00,5053.37,PayPal,Delivered,5326 Carol Cliffs Apt. 529,Hickmanside,IA,27385
23451,5514,2024-03-01 12:40:00,281.6,Google Pay,Delivered,898 Ford Mountain Apt. 359,Arthurmouth,MS,31372
23452,5993,2023-08-02 19:59:00,36.36,Debit Card,Shipped,3939 Nicholas Station,Woodmouth,IL,02342
23453,7961,2024-11-21 19:07:00,8432.21,Debit Card,Delivered,449 Bill Gardens,South Cynthia,TN,39566
23454,8953,2023-03-28 15:47:00,1087.59,PayPal,Delivered,5896 Leblanc Roads Suite 551,Bryanborough,GA,81984
23455,3136,2023-08-28 10:24:00,10.94,Credit Card,Shipped,8444 Daniel Port Suite 769,North Christinestad,WV,91112
23456,2813,2024-11-01 14:42:00,182.59,Debit Card,Cancelled,741 Jorge Drives Suite 067,Mosesburgh,PW,06164
23457,8128,2024-10-27 22:57:00,3395.04,Credit Card,Cancelled,7824 Flores Circles,North Meganland,VA,97091
23458,3117,2023-12-23 22:28:00,427.91,Google Pay,Cancelled,390 Justin Place Apt. 085,Nancyhaven,UT,93005
23459,6988,2023-09-04 13:12:00,3724.5,Credit Card,Returned,555 Hayes Road,Aliciaview,MT,16142
23460,4798,2023-08-03 07:35:00,11197.37,PayPal,Shipped,09631 Parsons Square Apt. 401,West Alexanderbury,MD,58541
23461,2848,2023-12-22 17:12:00,3266.94,Debit Card,Shipped,708 Whitney Lane Apt. 714,Patrickberg,MI,95814
23462,5931,2024-12-07 19:05:00,429.63,Google Pay,Delivered,3831 Nancy Roads Apt. 921,Port Matthew,IA,99902
23463,9842,2024-10-28 19:06:00,1183.16,Google Pay,Processing,932 Lisa Turnpike Apt. 705,North Sandrashire,SD,29641
23464,4551,2023-03-15 13:51:00,587.5,Credit Card,Delivered,671 Mayer Harbor Apt. 415,Davismouth,AS,66085
23465,5619,2024-02-16 08:07:00,227.93,Apple Pay,Returned,78482 Gomez Isle Apt. 292,East Michellefurt,DC,61502
23466,2687,2023-10-08 15:15:00,4232.83,Credit Card,Delivered,7573 Williams Wells,West Amanda,NH,03490
23467,5458,2024-09-04 11:40:00,68.54,Credit Card,Cancelled,986 Jonathan Route,Buchananside,GA,77812
23468,7804,2023-11-03 09:01:00,2358.8,Credit Card,Delivered,9932 Gentry Harbors Suite 606,Douglasfurt,TX,74412
23469,5669,2023-05-10 18:35:00,479.04,Bank Transfer,Delivered,3045 Bruce Village,Stonefurt,FM,70360
23470,2613,2024-04-08 10:37:00,3815.96,Debit Card,Delivered,42669 Hall Estates,Jacksonview,RI,17573
23471,7156,2024-08-28 15:26:00,196.4,Credit Card,Cancelled,02765 Chad Orchard Suite 314,Lake Robertchester,IN,40684
23472,10363,2024-07-27 10:27:00,1083.93,Credit Card,Shipped,884 White Expressway Suite 007,Amberborough,ND,17329
23473,5926,2024-12-06 17:23:00,3438.84,PayPal,Shipped,46768 Montes Shoals,North Kevin,SD,70933
23474,1496,2024-05-01 10:09:00,702.69,Bank Transfer,Delivered,7705 Christina Hills Suite 887,Wuport,AL,05895
23475,5150,2024-08-01 19:29:00,6902.19,Debit Card,Delivered,6708 Michael Isle,Vancestad,OR,09975
23476,9557,2023-07-24 20:49:00,4587.33,PayPal,Delivered,28937 Sherri Point,Olsonchester,MS,50984
23477,3911,2024-05-13 20:44:00,2620.08,Credit Card,Processing,66836 Robinson Centers,Lake Carmenhaven,WY,50162
23478,4900,2023-12-23 16:34:00,562.08,Credit Card,Delivered,6933 Cory Centers,New Jenniferside,NH,46499
23479,1307,2024-06-24 20:38:00,3069.24,Credit Card,Shipped,0797 Petty Hill Suite 537,Everettmouth,ID,65827
23480,9881,2024-11-22 15:38:00,1344.36,Bank Transfer,Processing,120 Justin Extensions Apt. 218,Evansville,PA,44340
23481,10767,2024-11-11 12:51:00,1242.56,Debit Card,Delivered,6698 Jennifer Unions,Lake Shellytown,MI,98461
23482,7332,2023-11-18 11:46:00,105.05,Bank Transfer,Delivered,68674 Evans Rue,Clementsmouth,KS,10578
23483,9871,2024-11-07 10:50:00,1827.82,Credit Card,Processing,931 Sandra Fort,Port Adrianchester,SD,40990
23484,3932,2024-08-03 12:05:00,1787.64,PayPal,Returned,3193 Marshall Port,South Paige,HI,02321
23485,4136,2024-10-13 20:48:00,2962.84,Credit Card,Returned,46228 Nancy Field,Port Philip,GU,06460
23486,6560,2024-07-11 11:47:00,555.16,Credit Card,Cancelled,94626 Vega Road,West Carlos,PW,35838
23487,8725,2023-02-26 21:43:00,2087.29,Apple Pay,Delivered,70651 Adkins Dale Apt. 072,Lake Diana,PW,46872
23488,7736,2023-09-10 22:34:00,1295.44,Apple Pay,Delivered,3924 Thompson Tunnel,New Bethany,NJ,14624
23489,4424,2024-02-10 22:57:00,1529.76,Bank Transfer,Processing,30469 Anna Shoals,West Kimberly,IN,84444
23490,4170,2023-10-10 21:22:00,2301.43,Google Pay,Returned,07485 Marvin Heights,East Walterberg,LA,39554
23491,3282,2024-01-22 13:23:00,474.87,Bank Transfer,Delivered,8942 Robert Drives,Lake Danielborough,MI,46301
23492,4593,2023-06-20 12:52:00,4195.27,Bank Transfer,Delivered,6645 Sanders Harbor,North Tiffany,SD,21640
23493,2493,2023-07-26 19:34:00,11092.36,Debit Card,Delivered,98114 Anthony Fords,North Katie,TX,80330
23494,5946,2024-07-09 07:09:00,1648.14,Credit Card,Delivered,059 Jennifer Village Suite 629,Bakerborough,UT,09783
23495,3153,2024-03-05 09:21:00,192.51,Google Pay,Delivered,48557 Nelson Drives Suite 113,Shannonton,KS,98622
23496,3457,2023-08-24 17:45:00,161.46,Credit Card,Delivered,95590 Dickson Stravenue,Robbinsstad,NC,55647
23497,4526,2024-12-03 14:23:00,152.95,Credit Card,Delivered,91634 Mann Course Suite 812,Dyershire,VI,60906
23498,2812,2023-01-14 15:49:00,1157.44,Credit Card,Returned,93511 Robert Inlet,Robinsonmouth,VT,48142
23499,2689,2023-11-09 11:24:00,777.02,Google Pay,Delivered,3884 Brian Knoll,West Craig,AZ,20019
23500,3322,2024-12-21 12:40:00,6454.16,Apple Pay,Returned,9303 Jack Lodge Apt. 371,Harrisonland,VT,07102
23501,6075,2023-02-24 15:56:00,210.66,Credit Card,Shipped,313 Dawn Centers Apt. 266,West Danielburgh,AR,21790
23502,9658,2023-11-06 15:32:00,509.85,Debit Card,Cancelled,7571 Jimmy Burgs Suite 783,Carterton,ND,02627
23503,6348,2023-01-25 19:32:00,4130.55,Credit Card,Delivered,745 Franklin Spur,East Anthony,WA,59808
23504,9599,2023-10-23 11:42:00,2038.69,Google Pay,Delivered,046 Allison Row,Joshuachester,CA,91569
23505,2146,2024-10-20 09:50:00,396.66,PayPal,Delivered,91137 Harris Throughway Suite 985,Port Ronald,VI,84406
23506,9085,2023-09-13 14:57:00,13.28,Bank Transfer,Shipped,609 Brian Glens Apt. 604,North Stephentown,FM,83758
23507,1654,2024-04-07 09:11:00,6.53,Google Pay,Delivered,698 Keller Expressway Suite 711,East William,IA,35817
23508,1401,2024-10-05 21:53:00,215.01,Debit Card,Shipped,389 Lisa Estates Suite 531,West Catherine,NM,05577
23509,2675,2024-07-19 07:34:00,1371.75,PayPal,Delivered,081 Jordan Gateway Apt. 900,Port Kevin,MA,56489
23510,6698,2024-08-05 17:57:00,2239.62,Debit Card,Shipped,351 Mary Light,West Rodneymouth,AS,54404
23511,9167,2023-12-05 22:52:00,81.33,Bank Transfer,Delivered,83215 Bryant Place,East Jacobtown,MA,22243
23512,1248,2023-03-07 08:15:00,613.22,Debit Card,Delivered,181 Jonathan Drive,Wagnermouth,CT,95535
23513,9441,2023-01-16 21:04:00,263.31,Debit Card,Shipped,92758 Moran Port,Lake Joseph,NE,72157
23514,7431,2023-11-12 21:13:00,4482.08,Debit Card,Delivered,19223 Aaron Terrace Apt. 693,West Virginia,CA,71294
23515,9178,2024-04-23 11:51:00,359.71,Debit Card,Delivered,999 Hart Dale Apt. 445,Rodriguezmouth,TN,85970
23516,8047,2024-10-07 19:11:00,2321.0,Bank Transfer,Delivered,858 Smith Harbors,Brennanmouth,LA,64461
23517,4115,2023-06-25 12:12:00,4223.0,Bank Transfer,Returned,4010 Nixon Bypass,Michellefurt,NM,72465
23518,4878,2024-05-20 12:25:00,2524.93,Bank Transfer,Delivered,614 Luis Mews,Lake Jerome,WA,72201
23519,3062,2024-11-28 11:11:00,607.41,Apple Pay,Delivered,58228 Susan Way Suite 791,South Kathy,OK,85780
23520,8941,2023-03-01 14:55:00,6539.86,PayPal,Delivered,82948 Sarah Squares,West John,UT,75717
23521,4319,2023-06-21 16:37:00,5615.36,Credit Card,Shipped,037 Hall Isle Apt. 964,Navarroview,PA,59834
23522,3471,2024-02-05 14:47:00,17.2,Bank Transfer,Delivered,41345 Smith Groves,Lisahaven,WI,33049
23523,6380,2023-11-16 08:07:00,5431.82,Google Pay,Shipped,4808 Andrew Oval,Reyesmouth,PW,28892
23524,9625,2023-11-21 19:51:00,11073.41,Apple Pay,Delivered,717 Floyd Neck,Johnchester,MD,13084
23525,5574,2024-07-03 11:08:00,4932.04,Credit Card,Returned,49029 Francis Junctions,Thomasmouth,PR,95118
23526,3617,2023-05-08 14:14:00,4540.17,Bank Transfer,Delivered,767 Mendez Corner Apt. 591,North Kelly,LA,95499
23527,5196,2023-08-26 09:11:00,401.31,PayPal,Returned,369 Schmidt Station Suite 907,South David,ND,05395
23528,1461,2023-08-08 19:12:00,2049.35,Credit Card,Returned,15514 Wilson Row,Lyonsville,AK,88726
23529,9291,2023-08-21 11:14:00,68.92,Debit Card,Delivered,88333 Schultz Fork Suite 456,Angelaport,MO,76387
23530,10021,2024-11-21 16:56:00,8112.78,Debit Card,Delivered,9374 Price Ridge Suite 807,Gonzalezport,FL,15727
23531,8979,2023-05-18 13:23:00,274.74,Google Pay,Shipped,662 Mclaughlin Roads Suite 088,South Jacqueline,IL,07662
23532,10585,2024-12-09 18:04:00,1478.15,Debit Card,Delivered,277 Emily Shores,South Darius,PW,40879
23533,5136,2024-10-14 12:48:00,3094.17,Credit Card,Delivered,69745 Adrienne Groves Suite 799,South Savannahmouth,NJ,24798
23534,3761,2024-06-11 09:15:00,925.96,PayPal,Cancelled,08618 James Isle Suite 412,Lake Shannonfort,PW,16416
23535,5465,2024-08-15 10:36:00,5435.15,Credit Card,Shipped,77117 Timothy Ridge Suite 852,Jakeborough,CA,56203
23536,2664,2023-03-13 12:40:00,2334.19,Credit Card,Cancelled,979 Mary Street Suite 720,Lewisberg,GA,78966
23537,5658,2023-10-08 16:46:00,399.27,Bank Transfer,Cancelled,5968 Zachary Landing,East Nicholasview,AZ,96336
23538,8975,2024-05-10 22:37:00,370.02,Credit Card,Cancelled,88711 Kidd Ford Suite 969,South Glenborough,NH,98784
23539,10634,2024-10-05 13:12:00,1268.82,Credit Card,Shipped,0349 Miguel Station Suite 798,Mannborough,MO,30779
23540,4471,2024-11-24 15:02:00,44.16,Bank Transfer,Delivered,6928 Melissa Street Suite 521,Mcculloughside,SD,30339
23541,8140,2023-10-15 11:09:00,3624.3,Credit Card,Delivered,116 Jacqueline River,Port Rodney,WY,62298
23542,8743,2023-05-20 17:30:00,4174.89,Credit Card,Shipped,9933 Glenn Summit,South Jason,MH,77530
23543,7876,2024-10-10 10:32:00,727.99,Bank Transfer,Returned,93173 Cruz Ridges Apt. 274,West Brenda,IN,71086
23544,5090,2024-09-16 20:10:00,1286.41,Credit Card,Delivered,076 Robinson Bridge Suite 313,Amandatown,ID,82520
23545,3606,2024-10-24 17:22:00,6321.04,Credit Card,Returned,9474 James Stream Apt. 655,Melodybury,MA,52248
23546,7085,2024-11-20 18:42:00,4076.54,Apple Pay,Shipped,434 Brandt Cliff,East Stacyfurt,VI,20446
23547,9660,2023-10-15 07:21:00,2987.56,Bank Transfer,Returned,43772 Deborah Overpass,Ramirezchester,WA,48439
23548,9381,2024-01-12 15:42:00,9410.1,Credit Card,Processing,81293 Cynthia Harbor Apt. 753,Port Sergiochester,GU,33529
23549,1320,2024-06-01 17:00:00,2743.86,Credit Card,Returned,1226 Steven Glens,New Donna,NH,41185
23550,5812,2023-11-19 17:12:00,434.85,Credit Card,Delivered,8086 Gallegos Corners,Annastad,LA,89077
23551,4290,2023-11-01 08:43:00,237.3,PayPal,Cancelled,106 Gordon Bridge Suite 113,Lake George,OK,87051
23552,3909,2023-03-02 14:37:00,2389.44,Apple Pay,Delivered,38623 Craig Glen,Kevintown,FL,93993
23553,10125,2024-04-03 09:44:00,6604.65,Credit Card,Delivered,18940 White Stream Suite 068,Thomaschester,WI,20907
23554,1243,2024-09-12 15:18:00,343.7,PayPal,Shipped,5456 Stephanie Rue,Paulview,NV,10866
23555,7239,2024-09-14 20:35:00,4068.0,Google Pay,Shipped,5450 Adam Via,Davidburgh,MO,17134
23556,4025,2024-07-18 11:56:00,4457.48,Google Pay,Delivered,6757 Anthony Place Suite 141,New Gloriaville,MA,31778
23557,8650,2024-03-08 14:50:00,1311.0,Credit Card,Shipped,954 Thomas Landing Apt. 083,Wigginsland,VI,07114
23558,6576,2023-12-22 08:30:00,560.16,Credit Card,Delivered,1887 Anderson Camp,South Jessica,ND,30591
23559,5954,2023-11-16 21:00:00,1067.71,PayPal,Delivered,3807 Ruben Falls Suite 836,Scottshire,PR,69684
23560,10496,2023-12-01 12:13:00,9572.31,Google Pay,Delivered,906 Susan Station,Fosterside,GU,65960
23561,10440,2024-04-22 07:00:00,1184.27,Debit Card,Delivered,1986 Robert Ville,Williamsmouth,UT,57846
23562,1558,2024-12-09 07:16:00,1530.75,Apple Pay,Delivered,5293 Tamara Oval Suite 170,Williamsburgh,MI,92950
23563,1088,2024-10-13 08:33:00,2486.93,Credit Card,Returned,5369 Debbie Gateway,Crawfordberg,LA,82169
23564,4925,2024-10-06 12:51:00,81.39,Google Pay,Returned,4112 Howell Lodge Suite 027,East Christineview,ID,25537
23565,1266,2024-09-12 14:52:00,1451.0,Credit Card,Delivered,0466 Lam Circle Apt. 072,East Danielbury,IA,29728
23566,9125,2023-07-27 13:17:00,6038.84,PayPal,Delivered,69264 Hannah Landing Apt. 082,Smithfurt,MH,17273
23567,7497,2024-09-04 12:39:00,2377.41,Bank Transfer,Delivered,47432 Freeman Squares Apt. 806,Whiteview,MN,22408
23568,3473,2024-07-27 15:10:00,26.76,Debit Card,Delivered,407 Sean Inlet Suite 676,Myerstown,ID,12153
23569,2399,2023-09-23 08:41:00,1706.57,Debit Card,Delivered,02395 Christopher Station Suite 416,Beckborough,FM,79851
23570,6152,2024-11-09 12:56:00,574.59,PayPal,Shipped,592 Davis Camp,West Joshua,SC,65848
23571,7783,2023-08-06 20:01:00,1511.66,Debit Card,Shipped,779 Garcia Mountain Suite 368,Williamborough,LA,02563
23572,8598,2023-03-18 08:20:00,9176.28,Debit Card,Returned,14208 Palmer Canyon,New Jenniferbury,OR,69594
23573,2210,2024-01-05 18:30:00,546.3,Debit Card,Cancelled,33863 Gonzales Lock Apt. 327,Gonzaleston,NH,28616
23574,7010,2023-09-07 22:20:00,12.78,Credit Card,Returned,3204 Wolfe Landing,Smithstad,PR,66968
23575,8562,2024-08-08 11:24:00,5250.92,PayPal,Returned,10410 Kristin Plain,New Brenda,IL,14486
23576,3227,2024-05-12 22:42:00,18.93,Google Pay,Shipped,9835 Reyes Islands Apt. 244,Hugheshaven,GA,04341
23577,6649,2024-08-23 09:02:00,4371.53,Credit Card,Delivered,13513 Briana Flats Apt. 433,East Kristina,TN,67594
23578,7339,2024-11-12 18:24:00,373.32,Bank Transfer,Delivered,583 Anna Drive Suite 734,Port Jonathan,KS,94882
23579,1440,2023-05-09 20:18:00,60.68,Credit Card,Shipped,669 Cathy Extensions Apt. 581,Port Carlton,IA,96846
23580,9311,2023-12-23 14:19:00,6523.96,Credit Card,Processing,5724 Anderson Plain Suite 222,Haasbury,MA,93341
23581,10344,2023-01-02 20:42:00,15.38,Debit Card,Delivered,61908 Kayla Island Apt. 358,Romanside,MS,63492
23582,4539,2024-12-04 19:47:00,1049.39,Debit Card,Processing,2149 Williams Circles,Port Rebeccaton,NV,07054
23583,8853,2023-01-03 07:08:00,2618.6,Debit Card,Delivered,92382 Jesus Village Apt. 375,South Maxborough,DC,28248
23584,5122,2023-10-03 10:56:00,540.76,PayPal,Cancelled,357 Joshua Cape,New Charlesfort,ME,95561
23585,5028,2024-04-16 08:32:00,626.92,Apple Pay,Delivered,433 Jones Overpass Suite 041,Schultzfurt,MN,94229
23586,8543,2024-07-23 17:09:00,1120.34,Bank Transfer,Shipped,158 Debbie Landing Suite 122,North Danamouth,IL,57741
23587,5968,2023-04-13 07:57:00,4840.03,Apple Pay,Delivered,12504 Ashley Bridge,Gallowaytown,SC,09931
23588,5742,2023-04-22 14:36:00,3750.72,Google Pay,Delivered,5198 Owens Drive,North Daniel,NY,32376
23589,3847,2023-12-14 13:38:00,2610.63,Credit Card,Delivered,3834 Jill Plaza Apt. 734,Miguelview,PR,73892
23590,8983,2024-08-25 21:02:00,8442.17,PayPal,Shipped,332 Odonnell Pass,Douglasburgh,UT,86533
23591,3086,2023-11-28 21:27:00,3527.61,Google Pay,Returned,4148 Burgess Falls,West Brian,MD,57387
23592,6106,2024-12-06 07:33:00,4379.77,Google Pay,Returned,631 Waters Summit Apt. 057,Carterton,AK,16888
23593,6710,2024-08-14 20:46:00,391.43,Google Pay,Delivered,6691 Andrew Plaza,Kelleyfurt,CA,57079
23594,7958,2023-11-15 22:59:00,382.32,Apple Pay,Shipped,583 Christopher Island,Thomastown,MA,18218
23595,10139,2023-09-14 07:23:00,3621.56,Credit Card,Delivered,593 Rodriguez Roads,Gonzalezville,NE,50339
23596,2141,2024-03-24 07:53:00,695.09,Debit Card,Delivered,895 Mullins Estates Apt. 766,Lake Harrymouth,VA,53411
23597,6338,2024-08-16 09:56:00,684.77,Credit Card,Returned,89618 Kelley Islands Apt. 388,Johnsonhaven,AR,22713
23598,3760,2023-04-17 21:44:00,636.45,Credit Card,Delivered,6474 Tanya Ford,Port Dawn,CO,77358
23599,2856,2024-05-17 14:53:00,2424.31,Google Pay,Delivered,8768 Steven Centers,New Brooke,VI,32071
23600,10282,2024-09-05 20:27:00,862.88,Credit Card,Shipped,384 Shawn Spur,Mooreview,NM,90659
23601,10176,2023-05-18 22:27:00,2410.53,Debit Card,Delivered,0535 Young Extension,Christinahaven,NV,71596
23602,3889,2023-09-21 12:16:00,2767.32,Credit Card,Delivered,926 Lucas Green,South Tiffany,IL,90692
23603,1921,2024-03-04 07:19:00,942.89,Credit Card,Delivered,4446 Moore Harbors,Petersonhaven,SC,39215
23604,1751,2024-11-19 07:21:00,4383.26,PayPal,Shipped,3897 Thomas Squares,Lake Cheryl,DE,86341
23605,7596,2023-08-11 19:47:00,3491.34,Credit Card,Shipped,6308 Lewis Points Suite 996,East Clinton,DC,32309
23606,3857,2024-08-20 12:04:00,621.63,Apple Pay,Returned,659 Nancy Drive,Stephaniefort,AR,89199
23607,5933,2023-08-11 16:12:00,4627.75,Debit Card,Delivered,01229 Larry View Suite 915,Davisview,IL,67415
23608,4130,2023-11-18 18:35:00,146.04,Apple Pay,Delivered,135 Brittany Port,Cohenton,NH,02042
23609,1406,2023-04-10 11:35:00,21.25,Google Pay,Delivered,15801 Mary Brook,Lewisport,ME,25950
23610,7660,2024-10-24 13:41:00,290.07,Debit Card,Shipped,08885 Sherman Spur,Lake Tonyshire,NC,44659
23611,6496,2023-12-03 20:49:00,18.12,Google Pay,Delivered,35737 Diaz Passage Suite 595,Grossmouth,MN,78474
23612,6263,2023-08-13 11:45:00,4650.3,Debit Card,Delivered,6905 Sullivan Lights,South Jonathan,SC,67130
23613,2063,2023-10-27 16:26:00,1637.49,Credit Card,Cancelled,7573 Harry Mountain,Port Cathy,SD,99948
23614,6693,2023-12-14 19:50:00,440.47,Credit Card,Shipped,0979 Williams Avenue Suite 275,New Deborah,DE,78045
23615,5580,2024-12-03 08:44:00,228.03,PayPal,Processing,3275 Williams Loaf,Stonefurt,VA,61828
23616,7524,2023-08-15 08:56:00,899.63,Debit Card,Returned,1252 Wiley Alley,East Stephanie,PW,61663
23617,5023,2023-10-19 09:35:00,701.5,Debit Card,Delivered,4895 Blackburn Inlet,Port Taraville,IN,11443
23618,2153,2024-10-07 20:22:00,41.25,PayPal,Delivered,5943 Crawford Islands Suite 423,Williamhaven,AL,52291
23619,9039,2023-12-20 18:34:00,2406.2,PayPal,Shipped,4537 Kelly Forks,Ashleychester,AR,61334
23620,9709,2024-10-04 19:36:00,4587.24,Bank Transfer,Cancelled,825 Aguilar Harbor,Port James,KS,65279
23621,5851,2024-03-27 13:25:00,53.48,Credit Card,Delivered,06024 Robles Village,North Howardberg,LA,75688
23622,4978,2023-10-12 08:03:00,6676.93,Credit Card,Delivered,59107 Anthony Grove,West Robert,ME,32444
23623,8511,2023-12-03 13:04:00,150.82,Credit Card,Shipped,4698 Christopher Canyon Suite 850,Gutierrezberg,MS,82915
23624,6472,2024-10-09 21:19:00,5878.27,Apple Pay,Delivered,01023 Ryan Union Suite 044,Port Davidburgh,NC,47157
23625,5752,2023-07-12 13:19:00,214.67,Debit Card,Delivered,45937 Weber Court,Hensleyview,TN,48896
23626,5227,2024-12-21 11:21:00,3007.3,Credit Card,Delivered,2718 Brittany Groves,Petersonbury,SC,93171
23627,6924,2023-10-02 08:37:00,192.3,PayPal,Delivered,4033 Zachary Cape,Christineton,RI,30929
23628,9836,2024-06-07 08:31:00,2055.28,Credit Card,Delivered,6761 Brandon Lane Apt. 868,Jamesburgh,FL,82354
23629,8601,2023-10-13 18:39:00,251.62,Credit Card,Delivered,2575 Lisa Heights Apt. 652,Philipmouth,MI,24284
23630,3252,2024-11-20 08:21:00,3595.65,Debit Card,Delivered,156 Kristopher Valleys Suite 271,Elizabethbury,MH,54694
23631,8933,2024-12-05 12:45:00,4193.12,Credit Card,Returned,2409 Smith Road,Rodneyfurt,CO,18278
23632,8623,2023-03-22 12:16:00,12.87,Debit Card,Delivered,2347 Jorge Square,North Brendan,VT,82037
23633,8380,2023-11-09 18:12:00,3233.2,Debit Card,Delivered,54182 Smith Turnpike Suite 577,Hillland,NC,82984
23634,3087,2024-06-03 22:34:00,1810.31,Google Pay,Delivered,060 Evans Inlet,Matthewfort,GA,40916
23635,8671,2024-05-14 12:23:00,477.42,PayPal,Delivered,24117 Steven Pine Suite 735,West Jacobton,WI,18408
23636,9020,2023-10-05 20:14:00,1419.88,PayPal,Shipped,50984 Katherine Flat Apt. 583,South Dennisport,MN,33071
23637,10383,2024-10-21 13:47:00,2726.97,Debit Card,Cancelled,4398 Jimenez Station,New Robert,IN,52311
23638,6114,2024-03-27 12:56:00,2845.77,Credit Card,Delivered,4721 Steven Ridge Apt. 033,Tamimouth,VT,45626
23639,6044,2024-01-28 14:08:00,2226.78,Credit Card,Processing,3163 Fox Manors Apt. 947,Yorkville,SD,56984
23640,5859,2023-09-14 17:17:00,558.01,Debit Card,Shipped,921 Hannah Well,Jacobside,CO,13860
23641,3748,2023-11-07 07:09:00,108.53,Credit Card,Cancelled,882 Vasquez Falls Apt. 080,Lake Jasonhaven,GA,38490
23642,6998,2024-12-18 15:23:00,1125.19,PayPal,Delivered,9704 Alvarado Vista,Lopezburgh,TN,70152
23643,10893,2023-11-18 15:37:00,5363.48,Credit Card,Shipped,0632 Regina Extensions,Georgeborough,AK,79576
23644,3050,2024-04-11 16:15:00,2172.49,Apple Pay,Shipped,0150 Lauren Walks Suite 192,Wustad,OH,45548
23645,1431,2023-05-16 14:10:00,1917.15,Google Pay,Cancelled,6655 Ruiz Brook,Torresport,UT,48981
23646,9615,2023-11-24 07:17:00,5315.6,Credit Card,Delivered,1825 Hubbard Junction,New James,NJ,87179
23647,7464,2024-06-11 09:18:00,1472.03,PayPal,Delivered,720 Ronald Island Apt. 404,Sarashire,PR,39382
23648,9864,2024-11-12 19:51:00,5075.51,Debit Card,Cancelled,930 Martin Ferry Suite 413,Danaberg,VT,14060
23649,10247,2023-10-23 07:37:00,1471.38,PayPal,Returned,8894 Leonard Underpass Suite 822,Martinbury,MD,71950
23650,10653,2023-07-23 19:15:00,3558.24,PayPal,Delivered,1253 Rodriguez Vista,North Jennifer,NV,81423
23651,3774,2023-10-07 16:36:00,808.5,Apple Pay,Shipped,54856 Norman Pine,Andersenberg,ID,00908
23652,9856,2024-11-11 13:29:00,5042.16,Bank Transfer,Returned,0828 Miller Mountains Apt. 713,East Melinda,FM,91162
23653,8156,2024-06-05 14:38:00,1684.52,Google Pay,Delivered,39440 Douglas Estate,West Lisa,MP,97787
23654,3675,2024-12-13 08:18:00,1500.62,Bank Transfer,Cancelled,2865 Hernandez Shoal,New Kayla,MS,83207
23655,2750,2023-10-23 13:53:00,1640.58,Credit Card,Delivered,587 Richard Crest Suite 872,Lake Debra,MD,74711
23656,8211,2023-03-03 17:50:00,1126.45,PayPal,Processing,496 Jeffrey Ferry,Sarahberg,LA,81713
23657,8703,2024-10-12 13:03:00,4466.86,Credit Card,Returned,27731 Hughes Light,South Zacharyhaven,ND,70870
23658,9934,2023-04-07 14:23:00,6796.38,PayPal,Delivered,765 Mary Brook Apt. 858,Anthonyport,VT,62383
23659,8710,2024-11-21 07:56:00,1690.8,Debit Card,Processing,805 Prince Forest,North Joshuaburgh,NV,58035
23660,4150,2023-12-17 07:27:00,6564.74,PayPal,Delivered,8505 Moore Hills,East Erictown,TN,55096
23661,7702,2023-12-26 13:38:00,4973.41,Credit Card,Cancelled,4004 Grant Wells,East Cameronbury,NE,74275
23662,9117,2024-10-15 10:41:00,220.82,Debit Card,Delivered,39315 Hamilton Cliff Suite 663,Masonview,ND,48979
23663,9987,2024-11-16 22:32:00,1492.22,Credit Card,Cancelled,830 Robert Lakes Suite 473,North Sarah,MO,53046
23664,3191,2023-10-24 08:42:00,3584.22,Debit Card,Delivered,9305 Porter Gateway Apt. 418,Jordanchester,VA,07949
23665,1029,2023-11-22 11:39:00,35.81,Credit Card,Delivered,4298 Mclaughlin Drive Suite 915,Melissashire,DC,57568
23666,6923,2024-02-20 22:50:00,1127.56,Debit Card,Delivered,82321 Oscar Lake Apt. 033,Port Alexander,GU,66694
23667,4559,2024-05-22 15:48:00,544.14,Google Pay,Delivered,16938 Morgan Plains,Sylviaport,WV,20116
23668,7833,2023-08-25 13:27:00,462.83,Credit Card,Delivered,96984 Wright Harbors,Carolside,AK,94476
23669,7654,2024-12-01 09:13:00,747.24,Debit Card,Delivered,2312 Brian Plaza,Davidville,MP,28114
23670,5846,2024-04-05 16:45:00,4177.92,Credit Card,Processing,3228 Smith Highway,Port Daleport,MD,60707
23671,8321,2023-09-12 18:37:00,3308.45,Credit Card,Delivered,207 Miller Canyon Suite 255,Cameronside,ID,90237
23672,8086,2024-09-18 08:01:00,659.98,Debit Card,Delivered,6635 George Harbor,Dianastad,ND,72636
